10,2470,-162,7020
20,2420,-190,7066
22,2390,-148,7096
27,2368,-190,7090
34,2434,-100,7086
40,2442,-92,7044
48,2420,-74,7052
54,2466,-96,7104
61,2430,-56,7072
68,2442,-62,7094
75,2502,-32,7084
82,2404,-38,7050
89,2452,-76,7040
96,2482,-52,7122
103,2548,2,7128
110,2590,-4,7212
116,2564,-10,7052
123,2562,-40,7086
130,2536,-70,7180
137,2480,-106,7052
144,2710,-276,7186
151,2416,-98,7130
158,2450,-68,6960
165,2400,-290,7004
172,2560,-130,7174
179,2356,-192,7104
186,2364,-256,7100
192,2368,-278,7196
199,2292,-114,7124
206,2418,-10,7186
213,2406,-36,7150
220,2314,-132,7102
227,2338,8,7104
245,2378,6,7088
246,2398,-16,7004
260,2112,-156,6920
263,2228,-56,6980
265,2078,-156,7184
270,2352,-148,7144
276,2486,-56,7054
283,2522,30,7264
290,2472,110,7102
297,2614,202,7284
304,2220,-50,6964
311,2396,216,6782
317,2422,310,6728
324,2460,184,6902
331,2398,-62,7114
338,2258,-308,7316
345,2194,-484,7152
352,2304,-382,7304
359,2172,-106,6920
366,2106,-308,7072
373,1866,-136,7036
380,2114,32,6664
387,2326,-114,7312
394,2076,-78,7092
401,1948,48,7486
408,2262,84,7446
415,2138,22,7224
421,2110,-316,7062
428,2116,96,7276
435,2162,80,7246
442,2152,8,7238
449,2216,42,7136
456,2328,60,7246
463,2242,-176,7206
470,2116,-130,7194
477,2128,-180,7142
484,2156,-144,7132
491,2146,-144,7172
498,2092,-166,7150
504,2070,-110,7078
512,2152,-182,7168
518,2072,-174,7090
525,1984,-122,7058
532,1886,-198,6970
539,1978,-150,7058
546,2134,-92,7076
553,2120,-82,7184
560,2066,4,7170
567,2030,-112,7100
574,2092,-118,7084
581,2002,-156,6964
588,2158,-104,7064
595,2026,-228,6992
601,1900,-152,7038
608,2062,-48,7086
615,2118,-144,7246
622,1974,-22,7068
629,2026,-20,7130
636,2152,-148,7242
643,2122,-260,7124
650,1842,-350,7038
657,1926,-202,7000
665,2008,-126,6988
671,2032,-122,7042
678,1780,-166,7094
685,1702,-232,7050
691,1852,-144,7112
698,1878,-156,7074
705,1988,-230,7136
712,2076,-212,6830
719,2192,-80,7368
726,2108,-114,7124
733,2076,-82,7472
740,2272,-52,7432
747,1816,-302,7236
754,2042,-92,7310
761,2448,-486,7506
768,452,1180,8074
775,2616,-306,6622
782,2222,56,7364
788,2214,64,6926
795,2326,544,7250
802,1582,-290,7162
809,866,142,7370
816,262,62,6854
823,1180,-1208,6620
830,4254,-182,7174
837,4422,-1472,6276
844,5934,-784,5936
851,11362,-1800,6064
858,-220,-1828,5304
865,-6748,-2086,8214
872,26976,-4584,8198
879,-25690,1770,10954
885,-32768,4438,17050
892,6362,-3914,16990
899,-4426,-4258,17580
906,-610,-2950,21826
913,4888,-4756,17264
920,6012,-2420,17314
927,8982,-1460,12570
934,9430,-1486,21404
941,5500,-1716,22004
948,928,-3814,15352
955,8554,-5122,18218
962,-5498,-4644,19882
968,7604,-2046,9952
976,5662,5216,9342
982,16972,-3070,5074
989,1512,1126,26656
996,4474,-2310,29450
1003,4916,-2186,23856
1010,1540,-2780,19186
1017,-2630,-3356,13656
1024,-4976,-2502,8460
1031,-5266,-864,6466
1038,-5066,578,5814
1045,-4652,1726,5520
1052,-4212,2472,5730
1059,-3540,2936,6328
1066,-2910,3046,6904
1075,-2174,2760,7616
1080,-1488,2188,8150
1087,-952,1550,8512
1093,-436,1162,8964
1100,248,840,9012
1107,522,574,8892
1114,776,458,8718
1122,1162,458,8502
1128,1650,454,8352
1135,2056,516,8318
1142,2488,724,8428
1149,3056,892,8428
1156,3504,1222,8700
1163,3972,1486,8728
1170,4326,1630,8800
1177,4642,1558,9172
1184,5006,1640,9424
1191,5496,1542,9948
1198,5930,1526,10420
1205,6558,1254,10808
1212,6946,1132,11076
1219,7392,1048,11874
1226,8334,1100,12602
1233,8988,1250,12928
1239,9358,1208,12844
1246,9504,1354,12448
1253,9900,1186,11816
1260,10336,1058,11040
1267,10550,1098,9752
1274,10980,1072,9474
1281,12684,1182,9438
1288,15124,1000,9584
1295,17448,652,9594
1302,19558,542,9600
1309,22248,546,10226
1315,25010,358,9252
1322,25510,96,5504
1329,24460,-78,1134
1336,23668,-394,-2724
1343,22972,-1074,-5524
1350,22602,-1884,-7140
1357,22380,-2052,-7708
1364,22052,-1498,-7464
1371,21376,-244,-7170
1378,20232,876,-6654
1385,19598,2022,-4872
1392,19090,2894,-2762
1399,21448,9452,-12790
1405,13652,1816,3104
1412,4648,-2172,-8984
1419,4426,3150,1354
1426,-14400,-2340,8368
1433,-7828,-1292,2980
1440,-848,2170,5388
1447,5948,5582,6354
1454,11770,4044,12348
1461,17304,-3228,22694
1468,32767,-32768,32767
1475,32767,5732,22972
1482,-7322,17112,8826
1489,-5298,12886,11722
1496,9216,1382,10798
1502,4652,-5912,6352
1509,2936,-2382,7194
1516,3686,3254,7278
1523,2050,-1456,6468
1530,3434,-1820,7706
1537,2922,490,8168
1544,2852,1232,8048
1551,4194,-3092,2460
1558,2522,1530,6772
1565,1686,304,6442
1572,1586,-1268,7020
1579,2548,-108,7432
1587,2306,-100,7174
1593,2322,-18,7404
1599,2314,76,7190
1606,2076,124,7326
1613,2202,220,7148
1620,2206,38,7192
